Year,Marine ID,Name,Event,Rank,Company,Squad,Slot,Details
775,2810,Adil Magnusson,Transfer,Battle Brother,6,1,7,Deployed to 6-1-7
775,2811,Gallienus Law-Mender,Transfer,Battle Brother,6,1,8,Deployed to 6-1-8
775,2812,Ivar Die,Transfer,Battle Brother,7,1,2,Deployed to 7-1-2
775,2814,Ding Helos,Transfer,Battle Brother,7,1,3,Deployed to 7-1-3
775,1876,Guo Chant,Transfer,Battle Brother,2,0,2,Deployed to 2-0-2
775,1876,Guo Chant,Promotion,Apothecary,2,0,2,Promoted to Apothecary
775,2815,Kjell Uttam,Transfer,Battle Brother,6,2,2,Deployed to 6-2-2
775,2816,Didius Guardian,Transfer,Battle Brother,6,2,3,Deployed to 6-2-3
775,2817,Sevatarion Memory,Transfer,Battle Brother,6,2,4,Deployed to 6-2-4
775,2819,Ivar Nyx,Transfer,Battle Brother,6,2,6,Deployed to 6-2-6
775,1881,Bram Rift,Transfer,Battle Brother,1,3,6,Deployed to 1-3-6
775,1881,Bram Rift,Promotion,Veteran Battle Brother,1,3,6,Promoted to Veteran Battle Brother
775,2821,Malchor Yotta,Transfer,Battle Brother,9,4,2,Deployed to 9-4-2
775,2822,Tolui Aelius,Transfer,Battle Brother,9,5,8,Deployed to 9-5-8
775,1884,Pertinax Lorca-Light,Transfer,Battle Brother,1,6,8,Deployed to 1-6-8
775,1884,Pertinax Lorca-Light,Promotion,Veteran Battle Brother,1,6,8,Promoted to Veteran Battle Brother
775,1885,Jiro Noon,Transfer,Battle Brother,2,8,1,Deployed to 2-8-1
775,1885,Jiro Noon,Promotion,Bond-Keeper,2,8,1,Promoted to Bond-Keeper
775,2823,Argis Rupa,Transfer,Battle Brother,5,8,4,Deployed to 5-8-4
775,2824,Hektor Korda,Transfer,Battle Brother,5,8,5,Deployed to 5-8-5
775,1887,Joran Frequency-Fail,Transfer,Battle Brother,9,8,1,Deployed to 9-8-1
775,1887,Joran Frequency-Fail,Promotion,Bond-Keeper,9,8,1,Promoted to Bond-Keeper
775,2825,Gabriel Mistral-Mild,Transfer,Battle Brother,9,9,2,Deployed to 9-9-2
775,1888,Xantus Castor,Transfer,Battle Brother,1,10,8,Deployed to 1-10-8
775,1888,Xantus Castor,Promotion,Veteran Battle Brother,1,10,8,Promoted to Veteran Battle Brother
775,2826,Nathanael Lead-Foot,Transfer,Battle Brother,4,10,3,Deployed to 4-10-3
776,2827,Sigismund Sigillite,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2827,Sigismund Sigillite,Transfer,Battle Brother,-1,0,1,Deployed to -1-0-1
776,2830,Ligdan Luis,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2830,Ligdan Luis,Transfer,Battle Brother,-1,0,2,Deployed to -1-0-2
776,2831,Chandra Asterion,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2831,Chandra Asterion,Transfer,Battle Brother,-1,0,3,Deployed to -1-0-3
776,2832,Juma Wafer,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2832,Juma Wafer,Transfer,Battle Brother,-1,0,4,Deployed to -1-0-4
776,2833,Malcharion Pius,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2833,Malcharion Pius,Transfer,Battle Brother,-1,0,5,Deployed to -1-0-5
776,2834,Christian Torgaddon,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2834,Christian Torgaddon,Transfer,Battle Brother,-1,0,6,Deployed to -1-0-6
776,2836,Pescennius Rhad,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2836,Pescennius Rhad,Transfer,Battle Brother,-1,0,7,Deployed to -1-0-7
776,2837,Corin Decapitator,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2837,Corin Decapitator,Transfer,Battle Brother,-1,0,8,Deployed to -1-0-8
776,2838,Buyantu Half-Hand,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2838,Buyantu Half-Hand,Transfer,Battle Brother,-1,0,9,Deployed to -1-0-9
776,2839,Aemilianus Traveler,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2839,Aemilianus Traveler,Transfer,Battle Brother,-1,0,10,Deployed to -1-0-10
776,2840,Kayode Roof,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2840,Kayode Roof,Transfer,Battle Brother,-1,0,11,Deployed to -1-0-11
776,2841,Tacitus Banner,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2841,Tacitus Banner,Transfer,Battle Brother,-1,0,12,Deployed to -1-0-12
776,2842,Malphas Aristotle-Aide,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2842,Malphas Aristotle-Aide,Transfer,Battle Brother,-1,0,13,Deployed to -1-0-13
776,2843,Lei Flow,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2843,Lei Flow,Transfer,Battle Brother,-1,0,14,Deployed to -1-0-14
776,2844,Karsat Cold,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2844,Karsat Cold,Transfer,Battle Brother,-1,0,15,Deployed to -1-0-15
776,2845,Zadkiel Walcott-Wide,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
776,2845,Zadkiel Walcott-Wide,Transfer,Battle Brother,-1,0,16,Deployed to -1-0-16
776,1009,Soren Dax,Death,Bond-Keeper,-2,-2,-2,Killed in Action
776,1044,Galerius Electron-Cloud,Death,Bond-Keeper,-2,-2,-2,Killed in Action
776,1114,Uzas Vex,Death,Sergeant,-2,-2,-2,Killed in Action
776,1158,Qiu Fall,Death,Sergeant,-2,-2,-2,Killed in Action
776,1437,Ivar Joule,Death,Veteran Battle Brother,-2,-2,-2,Killed in Action
776,1519,Kenichi Glow,Death,Veteran Battle Brother,-2,-2,-2,Killed in Action
776,1692,Gordian Tin-Man,Death,Battle Brother,-2,-2,-2,Killed in Action
776,1893,Dong Emissary,Death,Battle Brother,-2,-2,-2,Killed in Action
776,2079,Zou Ghast,Death,Battle Brother,-2,-2,-2,Killed in Action
776,2097,Zale Ghast,Death,Battle Brother,-2,-2,-2,Killed in Action
776,2310,Diadumenianus Verse,Death,Battle Brother,-2,-2,-2,Killed in Action
776,2519,Oberon Chrome-Fist,Death,Battle Brother,-2,-2,-2,Killed in Action
776,2677,Yama Deva,Death,Battle Brother,-2,-2,-2,Killed in Action
776,2854,Uthizzar Text,Death,Neophyte,-2,-2,-2,Killed in Action
776,2879,Tariq Blackmane,Death,Neophyte,-2,-2,-2,Killed in Action
776,2916,Duma Post,Death,Neophyte,-2,-2,-2,Killed in Action
776,2923,Zou Bolt,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2923,Zou Bolt,Transfer,Neophyte,10,1,1,Deployed to 10-1-1
776,2924,Bodi Storm-Caller,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2924,Bodi Storm-Caller,Transfer,Neophyte,10,3,9,Deployed to 10-3-9
776,2925,Quinten Map,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2925,Quinten Map,Transfer,Neophyte,10,4,9,Deployed to 10-4-9
776,2926,Idris Grave-Walker,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2926,Idris Grave-Walker,Transfer,Neophyte,10,5,3,Deployed to 10-5-3
776,2927,Dagur Pandu,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2927,Dagur Pandu,Transfer,Neophyte,10,5,5,Deployed to 10-5-5
776,2928,Alexander Bit,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2928,Alexander Bit,Transfer,Neophyte,10,5,7,Deployed to 10-5-7
776,2929,Kenichi Keats-King,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2929,Kenichi Keats-King,Transfer,Neophyte,10,5,9,Deployed to 10-5-9
776,2930,Malik Payload,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2930,Malik Payload,Transfer,Neophyte,10,6,7,Deployed to 10-6-7
776,2931,Rollo Curie-Count,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2931,Rollo Curie-Count,Transfer,Neophyte,10,7,3,Deployed to 10-7-3
776,2932,Belos Eras,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2932,Belos Eras,Transfer,Neophyte,10,7,5,Deployed to 10-7-5
776,2933,Rhodus Kahl,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2933,Rhodus Kahl,Transfer,Neophyte,10,7,6,Deployed to 10-7-6
776,2934,Shoji Year,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2934,Shoji Year,Transfer,Neophyte,10,7,8,Deployed to 10-7-8
776,2935,Guo Pius,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2935,Guo Pius,Transfer,Neophyte,10,7,9,Deployed to 10-7-9
776,2936,Olufemi Photon-Flash,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2936,Olufemi Photon-Flash,Transfer,Neophyte,10,8,9,Deployed to 10-8-9
776,2937,Kayode Tybalt,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2937,Kayode Tybalt,Transfer,Neophyte,10,9,4,Deployed to 10-9-4
776,2938,Phinehas Dusk,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2938,Phinehas Dusk,Transfer,Neophyte,10,9,7,Deployed to 10-9-7
776,2939,Pollux Void-Stalker,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2939,Pollux Void-Stalker,Transfer,Neophyte,10,9,8,Deployed to 10-9-8
776,2940,Cai Aelius,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2940,Cai Aelius,Transfer,Neophyte,10,10,3,Deployed to 10-10-3
776,2941,Orpheus Homer-Hunter,Recruitment,Neophyte,-2,-2,-2,New Initiate
776,2941,Orpheus Homer-Hunter,Transfer,Neophyte,10,10,6,Deployed to 10-10-6
776,1889,Balan Drusus,Transfer,Battle Brother,1,1,4,Deployed to 1-1-4
776,1889,Balan Drusus,Promotion,Veteran Battle Brother,1,1,4,Promoted to Veteran Battle Brother
776,1894,Draven Area,Transfer,Battle Brother,3,1,1,Deployed to 3-1-1
776,1894,Draven Area,Promotion,Bond-Keeper,3,1,1,Promoted to Bond-Keeper
776,2827,Sigismund Sigillite,Transfer,Battle Brother,6,1,6,Deployed to 6-1-6
776,2830,Ligdan Luis,Transfer,Battle Brother,8,1,4,Deployed to 8-1-4
776,2831,Chandra Asterion,Transfer,Battle Brother,8,1,5,Deployed to 8-1-5
776,2832,Juma Wafer,Transfer,Battle Brother,8,1,6,Deployed to 8-1-6
776,2833,Malcharion Pius,Transfer,Battle Brother,3,2,3,Deployed to 3-2-3
776,1897,Honsou Text,Transfer,Battle Brother,6,3,1,Deployed to 6-3-1
776,1897,Honsou Text,Promotion,Bond-Keeper,6,3,1,Promoted to Bond-Keeper
776,2834,Christian Torgaddon,Transfer,Battle Brother,7,3,5,Deployed to 7-3-5
776,2836,Pescennius Rhad,Transfer,Battle Brother,2,4,9,Deployed to 2-4-9
776,2837,Corin Decapitator,Transfer,Battle Brother,7,4,9,Deployed to 7-4-9
776,1900,Kunto Rex,Transfer,Battle Brother,3,6,0,Deployed to 3-6-0
776,1900,Kunto Rex,Promotion,Sergeant,3,6,0,Promoted to Sergeant
776,2838,Buyantu Half-Hand,Transfer,Battle Brother,7,7,2,Deployed to 7-7-2
776,1902,Taiwo Kroll,Transfer,Battle Brother,8,7,0,Deployed to 8-7-0
776,1902,Taiwo Kroll,Promotion,Sergeant,8,7,0,Promoted to Sergeant
776,1903,Zadkiel Tile,Transfer,Battle Brother,1,8,2,Deployed to 1-8-2
776,1903,Zadkiel Tile,Promotion,Veteran Battle Brother,1,8,2,Promoted to Veteran Battle Brother
776,2839,Aemilianus Traveler,Transfer,Battle Brother,5,8,6,Deployed to 5-8-6
776,2840,Kayode Roof,Transfer,Battle Brother,5,8,7,Deployed to 5-8-7
776,2841,Tacitus Banner,Transfer,Battle Brother,5,8,8,Deployed to 5-8-8
776,2842,Malphas Aristotle-Aide,Transfer,Battle Brother,4,10,6,Deployed to 4-10-6
776,2842,Malphas Aristotle-Aide,Promotion,Battle Brother (Runt),4,10,6,Promoted to Battle Brother (Runt)
776,2843,Lei Flow,Transfer,Battle Brother,4,10,7,Deployed to 4-10-7
776,2843,Lei Flow,Promotion,Battle Brother (Runt),4,10,7,Promoted to Battle Brother (Runt)
776,2844,Karsat Cold,Transfer,Battle Brother,4,10,8,Deployed to 4-10-8
776,2844,Karsat Cold,Promotion,Battle Brother (Runt),4,10,8,Promoted to Battle Brother (Runt)
776,2845,Zadkiel Walcott-Wide,Transfer,Battle Brother,4,10,9,Deployed to 4-10-9
776,2845,Zadkiel Walcott-Wide,Promotion,Battle Brother (Runt),4,10,9,Promoted to Battle Brother (Runt)
777,1533,Duan Mist,Transfer,Veteran Battle Brother,-1,0,1,Deployed to -1-0-1
777,1533,Duan Mist,Transfer,Veteran Battle Brother,-1,0,1,Returned from Long Vigil
777,1380,Shao Particle-Pike,Transfer,Veteran Battle Brother,0,5,0,Deployed to 0-5-0
777,1380,Shao Particle-Pike,Transfer,Veteran Battle Brother,0,5,0,Seconded to Deathwatch
777,2846,Talos Smooth,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
777,2846,Talos Smooth,Transfer,Battle Brother,-1,0,2,Deployed to -1-0-2
777,2847,Obi Dark,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
777,2847,Obi Dark,Transfer,Battle Brother,-1,0,3,Deployed to -1-0-3
777,2848,Ligdan Short,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
777,2848,Ligdan Short,Transfer,Battle Brother,-1,0,4,Deployed to -1-0-4
777,2849,Cato Traveler,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
777,2849,Cato Traveler,Transfer,Battle Brother,-1,0,5,Deployed to -1-0-5
777,2851,Kublai Beam,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
777,2851,Kublai Beam,Transfer,Battle Brother,-1,0,6,Deployed to -1-0-6
777,2852,Pupienus Sea-King,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
777,2852,Pupienus Sea-King,Transfer,Battle Brother,-1,0,7,Deployed to -1-0-7
777,2853,Malchor Sultan,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
777,2853,Malchor Sultan,Transfer,Battle Brother,-1,0,8,Deployed to -1-0-8
777,2855,Rufus Palatinate,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
777,2855,Rufus Palatinate,Transfer,Battle Brother,-1,0,9,Deployed to -1-0-9
777,2856,Arrian Milton-Master,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
777,2856,Arrian Milton-Master,Transfer,Battle Brother,-1,0,10,Deployed to -1-0-10
777,2857,Numerian Solvent-Strike,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
777,2857,Numerian Solvent-Strike,Transfer,Battle Brother,-1,0,11,Deployed to -1-0-11
777,2858,Hakim Twin-Fang,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
777,2858,Hakim Twin-Fang,Transfer,Battle Brother,-1,0,12,Deployed to -1-0-12
777,2859,Razak Adamant-Spine,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
777,2859,Razak Adamant-Spine,Transfer,Battle Brother,-1,0,13,Deployed to -1-0-13
777,2860,Paki Street,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
777,2860,Paki Street,Transfer,Battle Brother,-1,0,14,Deployed to -1-0-14
777,2861,Batmunkh Iron,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
777,2861,Batmunkh Iron,Transfer,Battle Brother,-1,0,15,Deployed to -1-0-15
777,1350,Katsuo Neutron-Star,Death,Bond-Keeper,-2,-2,-2,Killed in Action
777,1424,Ahmad Stone-Fist,Death,Veteran Battle Brother,-2,-2,-2,Killed in Action
777,2313,Wulfric Cobalt-Soul,Death,Battle Brother,-2,-2,-2,Killed in Action
777,2349,Song Hertz-Hammer,Death,Battle Brother,-2,-2,-2,Killed in Action
777,2659,Quillon Solvent-Strike,Death,Battle Brother,-2,-2,-2,Killed in Action
777,2872,Branthan Kiran,Death,Neophyte,-2,-2,-2,Killed in Action
777,2900,Taiwo Mersadie,Death,Neophyte,-2,-2,-2,Killed in Action
777,2942,Kestus Void,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2942,Kestus Void,Transfer,Neophyte,10,1,4,Deployed to 10-1-4
777,2943,Kong Halk,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2943,Kong Halk,Transfer,Neophyte,10,1,9,Deployed to 10-1-9
777,2944,Li Post,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2944,Li Post,Transfer,Neophyte,10,2,4,Deployed to 10-2-4
777,2945,Bram Vargas-Vane,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2945,Bram Vargas-Vane,Transfer,Neophyte,10,2,8,Deployed to 10-2-8
777,2946,Juma Fission-Blade,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2946,Juma Fission-Blade,Transfer,Neophyte,10,2,9,Deployed to 10-2-9
777,2947,Astoran Keats-King,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2947,Astoran Keats-King,Transfer,Neophyte,10,4,8,Deployed to 10-4-8
777,2948,Phinehas Rhyme,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2948,Phinehas Rhyme,Transfer,Neophyte,10,5,2,Deployed to 10-5-2
777,2949,Qin Prytanis,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2949,Qin Prytanis,Transfer,Neophyte,10,6,3,Deployed to 10-6-3
777,2950,Yoshiro Rulfo-Rough,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2950,Yoshiro Rulfo-Rough,Transfer,Neophyte,10,6,5,Deployed to 10-6-5
777,2951,Tayisung Short,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2951,Tayisung Short,Transfer,Neophyte,10,7,7,Deployed to 10-7-7
777,2952,Galerius Felix,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2952,Galerius Felix,Transfer,Neophyte,10,8,2,Deployed to 10-8-2
777,2953,Kelman Pius,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2953,Kelman Pius,Transfer,Neophyte,10,8,4,Deployed to 10-8-4
777,2954,Galerius Hub,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2954,Galerius Hub,Transfer,Neophyte,10,8,8,Deployed to 10-8-8
777,2955,Valian Endymion,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2955,Valian Endymion,Transfer,Neophyte,10,9,6,Deployed to 10-9-6
777,2956,Gendor Bolaño-Bold,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2956,Gendor Bolaño-Bold,Transfer,Neophyte,10,10,4,Deployed to 10-10-4
777,2957,Rishi Blackmane,Recruitment,Neophyte,-2,-2,-2,New Initiate
777,2957,Rishi Blackmane,Transfer,Neophyte,10,10,7,Deployed to 10-10-7
777,2846,Talos Smooth,Transfer,Battle Brother,9,1,6,Deployed to 9-1-6
777,2847,Obi Dark,Transfer,Battle Brother,8,2,6,Deployed to 8-2-6
777,2848,Ligdan Short,Transfer,Battle Brother,8,2,8,Deployed to 8-2-8
777,2849,Cato Traveler,Transfer,Battle Brother,8,2,9,Deployed to 8-2-9
777,1905,Skold Banner,Transfer,Battle Brother,1,3,1,Deployed to 1-3-1
777,1905,Skold Banner,Promotion,Bond-Keeper,1,3,1,Promoted to Bond-Keeper
777,2851,Kublai Beam,Transfer,Battle Brother,9,3,7,Deployed to 9-3-7
777,1533,Duan Mist,Transfer,Veteran Battle Brother,1,5,8,Deployed to 1-5-8
777,2852,Pupienus Sea-King,Transfer,Battle Brother,3,6,3,Deployed to 3-6-3
777,2853,Malchor Sultan,Transfer,Battle Brother,4,6,8,Deployed to 4-6-8
777,1910,Adai Nano,Transfer,Battle Brother,1,7,2,Deployed to 1-7-2
777,1910,Adai Nano,Promotion,Veteran Battle Brother,1,7,2,Promoted to Veteran Battle Brother
777,2855,Rufus Palatinate,Transfer,Battle Brother,5,10,2,Deployed to 5-10-2
777,2855,Rufus Palatinate,Promotion,Battle Brother (Runt),5,10,2,Promoted to Battle Brother (Runt)
777,2856,Arrian Milton-Master,Transfer,Battle Brother,5,10,3,Deployed to 5-10-3
777,2856,Arrian Milton-Master,Promotion,Battle Brother (Runt),5,10,3,Promoted to Battle Brother (Runt)
777,2857,Numerian Solvent-Strike,Transfer,Battle Brother,5,10,4,Deployed to 5-10-4
777,2857,Numerian Solvent-Strike,Promotion,Battle Brother (Runt),5,10,4,Promoted to Battle Brother (Runt)
777,2858,Hakim Twin-Fang,Transfer,Battle Brother,5,10,5,Deployed to 5-10-5
777,2858,Hakim Twin-Fang,Promotion,Battle Brother (Runt),5,10,5,Promoted to Battle Brother (Runt)
777,2859,Razak Adamant-Spine,Transfer,Battle Brother,5,10,6,Deployed to 5-10-6
777,2859,Razak Adamant-Spine,Promotion,Battle Brother (Runt),5,10,6,Promoted to Battle Brother (Runt)
777,2860,Paki Street,Transfer,Battle Brother,5,10,7,Deployed to 5-10-7
777,2860,Paki Street,Promotion,Battle Brother (Runt),5,10,7,Promoted to Battle Brother (Runt)
777,2861,Batmunkh Iron,Transfer,Battle Brother,5,10,8,Deployed to 5-10-8
777,2861,Batmunkh Iron,Promotion,Battle Brother (Runt),5,10,8,Promoted to Battle Brother (Runt)
778,2863,Gabriel Gabriel,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
778,2863,Gabriel Gabriel,Transfer,Battle Brother,-1,0,1,Deployed to -1-0-1
778,2864,Mo Scroll,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
778,2864,Mo Scroll,Transfer,Battle Brother,-1,0,2,Deployed to -1-0-2
778,2865,Satoru Cardenal-Clear,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
778,2865,Satoru Cardenal-Clear,Transfer,Battle Brother,-1,0,3,Deployed to -1-0-3
778,2866,Bamidele Torias,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
778,2866,Bamidele Torias,Transfer,Battle Brother,-1,0,4,Deployed to -1-0-4
778,2867,Fafnir Becquerel-Baron,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
778,2867,Fafnir Becquerel-Baron,Transfer,Battle Brother,-1,0,5,Deployed to -1-0-5
778,2868,Jarl Redeemer,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
778,2868,Jarl Redeemer,Transfer,Battle Brother,-1,0,6,Deployed to -1-0-6
778,2869,Zosimus Herculios,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
778,2869,Zosimus Herculios,Transfer,Battle Brother,-1,0,7,Deployed to -1-0-7
778,1186,Gallus Chasm,Death,Battle Brother,-2,-2,-2,Killed in Action
778,1795,Walid Null,Death,Artificer Brother,-2,-2,-2,Killed in Action
778,1875,Arghun Ish,Death,Veteran Battle Brother,-2,-2,-2,Killed in Action
778,2143,Taiwo Sahaal,Death,Battle Brother,-2,-2,-2,Killed in Action
778,2189,Xerxes Week,Death,Battle Brother,-2,-2,-2,Killed in Action
778,2239,Yulian Tag,Death,Battle Brother,-2,-2,-2,Killed in Action
778,2462,Jin Text,Death,Battle Brother,-2,-2,-2,Killed in Action
778,2515,Solon Pillar,Death,Battle Brother,-2,-2,-2,Killed in Action
778,2551,Balan Loud,Death,Battle Brother,-2,-2,-2,Killed in Action
778,2868,Jarl Redeemer,Death,Battle Brother,-2,-2,-2,Killed in Action
778,2958,Albus Jasagtu,Recruitment,Neophyte,-2,-2,-2,New Initiate
778,2958,Albus Jasagtu,Transfer,Neophyte,10,3,7,Deployed to 10-3-7
778,2959,Tang Fell-Hand,Recruitment,Neophyte,-2,-2,-2,New Initiate
778,2959,Tang Fell-Hand,Transfer,Neophyte,10,4,4,Deployed to 10-4-4
778,2960,Luc Lorca-Light,Recruitment,Neophyte,-2,-2,-2,New Initiate
778,2960,Luc Lorca-Light,Transfer,Neophyte,10,5,1,Deployed to 10-5-1
778,2961,Raldoron Nickel-Heart,Recruitment,Neophyte,-2,-2,-2,New Initiate
778,2961,Raldoron Nickel-Heart,Transfer,Neophyte,10,6,6,Deployed to 10-6-6
778,2962,Ye Gallow,Recruitment,Neophyte,-2,-2,-2,New Initiate
778,2962,Ye Gallow,Transfer,Neophyte,10,6,9,Deployed to 10-6-9
778,2963,Juston Ohm,Recruitment,Neophyte,-2,-2,-2,New Initiate
778,2963,Juston Ohm,Transfer,Neophyte,10,8,6,Deployed to 10-8-6
778,2964,Mongke Antaro,Recruitment,Neophyte,-2,-2,-2,New Initiate
778,2964,Mongke Antaro,Transfer,Neophyte,10,9,2,Deployed to 10-9-2
778,1320,Valen Ghor,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
778,1320,Valen Ghor,Transfer,Battle Brother,-1,0,6,Deployed to -1-0-6
778,1911,Voros Elurian,Transfer,Battle Brother,1,1,7,Deployed to 1-1-7
778,1911,Voros Elurian,Promotion,Veteran Battle Brother,1,1,7,Promoted to Veteran Battle Brother
778,1913,Elbeg Varius,Transfer,Battle Brother,5,1,2,Deployed to 5-1-2
778,1913,Elbeg Varius,Promotion,Artificer Brother,5,1,2,Promoted to Artificer Brother
778,1914,Rafiq Drax,Transfer,Battle Brother,1,0,4,Deployed to 1-0-4
778,1914,Rafiq Drax,Promotion,Null-Warden,1,0,4,Promoted to Null-Warden
778,2863,Gabriel Gabriel,Transfer,Battle Brother,2,2,4,Deployed to 2-2-4
778,2864,Mo Scroll,Transfer,Battle Brother,3,2,5,Deployed to 3-2-5
778,2865,Satoru Cardenal-Clear,Transfer,Battle Brother,9,2,2,Deployed to 9-2-2
778,2866,Bamidele Torias,Transfer,Battle Brother,9,2,7,Deployed to 9-2-7
778,2867,Fafnir Becquerel-Baron,Transfer,Battle Brother,9,2,8,Deployed to 9-2-8
778,2869,Zosimus Herculios,Transfer,Battle Brother,2,3,2,Deployed to 2-3-2
779,1373,Ichiro Near,Transfer,Veteran Battle Brother,-1,0,1,Deployed to -1-0-1
779,1373,Ichiro Near,Transfer,Veteran Battle Brother,-1,0,1,Returned from Long Vigil
779,1378,Lin Curie-Count,Transfer,Veteran Battle Brother,-1,0,2,Deployed to -1-0-2
779,1378,Lin Curie-Count,Transfer,Veteran Battle Brother,-1,0,2,Returned from Long Vigil
779,1411,Sefu Gloom,Transfer,Veteran Battle Brother,0,5,1,Deployed to 0-5-1
779,1411,Sefu Gloom,Transfer,Veteran Battle Brother,0,5,1,Seconded to Deathwatch
779,1412,Liu Kibre,Transfer,Veteran Battle Brother,0,5,2,Deployed to 0-5-2
779,1412,Liu Kibre,Transfer,Veteran Battle Brother,0,5,2,Seconded to Deathwatch
779,2871,Zheng Boss,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
779,2871,Zheng Boss,Transfer,Battle Brother,-1,0,3,Deployed to -1-0-3
779,2873,Sun Drift,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
779,2873,Sun Drift,Transfer,Battle Brother,-1,0,4,Deployed to -1-0-4
779,2874,Krishna Twin-Fang,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
779,2874,Krishna Twin-Fang,Transfer,Battle Brother,-1,0,5,Deployed to -1-0-5
779,2875,Jengo Shaft,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
779,2875,Jengo Shaft,Transfer,Battle Brother,-1,0,7,Deployed to -1-0-7
779,2876,Sun Herculius,Promotion,Battle Brother,-2,-2,-2,Promoted to Battle Brother
