Chapter ID Number,Name,Cognomen / Earned Name,Born,Date of Geneseed Implantation,Date of Death,Age (Or Age at Death),Wargear,Rank History,Deployment History,Personality / Psy-Profile,Notes
3413,Garran Fire,,799.M41,811.M41,841.M41,42,,"KIA (Battle Brother) (841.M41) (42 Years old)
Battle Brother (818.M41 - 841.M41) (23 Years) (19 Years old on date of promotion)
Neophyte (811.M41 - 818.M41) (7 Years) (12 Years old on date of promotion)
","6th Chapter, 3rd Squad (824.M41 - 841.M41) (17 Years)
Chapter Reserve (818.M41 - 824.M41) (6 Years)
10th Chapter, 1st Squad (811.M41 - 818.M41) (7 Years)
",,Standard Indoctrination
3414,Yorin Ulthran,,799.M41,811.M41,832.M41,33,,"KIA (Battle Brother) (832.M41) (33 Years old)
Battle Brother (818.M41 - 832.M41) (14 Years) (19 Years old on date of promotion)
Neophyte (811.M41 - 818.M41) (7 Years) (12 Years old on date of promotion)
","8th Chapter, 4th Squad (824.M41 - 832.M41) (8 Years)
Chapter Reserve (818.M41 - 824.M41) (6 Years)
10th Chapter, 1st Squad (811.M41 - 818.M41) (7 Years)
",,Standard Indoctrination
3415,Mitsuru Beam,,799.M41,811.M41,836.M41,37,,"KIA (Battle Brother) (836.M41) (37 Years old)
Battle Brother (818.M41 - 836.M41) (18 Years) (19 Years old on date of promotion)
Neophyte (811.M41 - 818.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 8th Squad (824.M41 - 836.M41) (12 Years)
Chapter Reserve (818.M41 - 824.M41) (6 Years)
10th Chapter, 4th Squad (811.M41 - 818.M41) (7 Years)
",,Standard Indoctrination
3416,Domitian Leak,,799.M41,811.M41,816.M41,17,,"KIA (Neophyte) (816.M41) (17 Years old)
Neophyte (811.M41 - 816.M41) (5 Years) (12 Years old on date of promotion)
","10th Chapter, 5th Squad (811.M41 - 816.M41) (5 Years)
",,Standard Indoctrination
3417,Azizi Kelvin,,799.M41,811.M41,Alive,219,,"Battle Brother (962.M41 - Current) (163 Years old on date of promotion)
Veteran Battle Brother (919.M41 - 962.M41) (43 Years) (120 Years old on date of promotion)
Battle Brother (818.M41 - 919.M41) (101 Years) (19 Years old on date of promotion)
Neophyte (811.M41 - 818.M41) (7 Years) (12 Years old on date of promotion)
","3rd Chapter, 1st Squad (963.M41 - Current)
Chapter Reserve (962.M41 - 963.M41) (1 Years)
1st Chapter, 6th Squad (919.M41 - 962.M41) (43 Years)
5th Chapter, 9th Squad (824.M41 - 919.M41) (95 Years)
Chapter Reserve (818.M41 - 824.M41) (6 Years)
10th Chapter, 6th Squad (811.M41 - 818.M41) (7 Years)
",,Demoted on 962.M41 (from Veteran Battle Brother to Battle Brother) Aged 163
3418,Tarik Shadow-Step,,799.M41,811.M41,901.M41,102,,"KIA (Battle Brother) (901.M41) (102 Years old)
Battle Brother (818.M41 - 901.M41) (83 Years) (19 Years old on date of promotion)
Neophyte (811.M41 - 818.M41) (7 Years) (12 Years old on date of promotion)
","8th Chapter, 10th Squad (824.M41 - 901.M41) (77 Years)
Chapter Reserve (818.M41 - 824.M41) (6 Years)
10th Chapter, 7th Squad (811.M41 - 818.M41) (7 Years)
",,Standard Indoctrination
3419,Farid Period-Point,,799.M41,811.M41,815.M41,16,,"KIA (Neophyte) (815.M41) (16 Years old)
Neophyte (811.M41 - 815.M41) (4 Years) (12 Years old on date of promotion)
","10th Chapter, 8th Squad (811.M41 - 815.M41) (4 Years)
",,Standard Indoctrination
3420,Xia Truth-Bearer,,799.M41,811.M41,921.M41,122,,"KIA (Sergeant) (921.M41) (122 Years old)
Sergeant (919.M41 - 921.M41) (2 Years) (120 Years old on date of promotion)
Battle Brother (818.M41 - 919.M41) (101 Years) (19 Years old on date of promotion)
Neophyte (811.M41 - 818.M41) (7 Years) (12 Years old on date of promotion)
","6th Chapter, 7th Squad (919.M41 - 921.M41) (2 Years)
3rd Chapter, 1st Squad (825.M41 - 919.M41) (94 Years)
Chapter Reserve (818.M41 - 825.M41) (7 Years)
10th Chapter, 8th Squad (811.M41 - 818.M41) (7 Years)
",,Standard Indoctrination
3421,Orin Brick,,799.M41,811.M41,813.M41,14,,"KIA (Neophyte) (813.M41) (14 Years old)
Neophyte (811.M41 - 813.M41) (2 Years) (12 Years old on date of promotion)
","10th Chapter, 9th Squad (811.M41 - 813.M41) (2 Years)
",,Standard Indoctrination
3422,Nathaniel Cycle-Cutter,,799.M41,811.M41,869.M41,70,,"KIA (Battle Brother) (869.M41) (70 Years old)
Battle Brother (818.M41 - 869.M41) (51 Years) (19 Years old on date of promotion)
Neophyte (811.M41 - 818.M41) (7 Years) (12 Years old on date of promotion)
","4th Chapter, 1st Squad (825.M41 - 869.M41) (44 Years)
Chapter Reserve (818.M41 - 825.M41) (7 Years)
10th Chapter, 10th Squad (811.M41 - 818.M41) (7 Years)
",,Standard Indoctrination
3423,Geraddon Ptol,,799.M41,811.M41,915.M41,116,,"KIA (Battle Brother) (915.M41) (116 Years old)
Battle Brother (818.M41 - 915.M41) (97 Years) (19 Years old on date of promotion)
Neophyte (811.M41 - 818.M41) (7 Years) (12 Years old on date of promotion)
","9th Chapter, 1st Squad (825.M41 - 915.M41) (90 Years)
Chapter Reserve (818.M41 - 825.M41) (7 Years)
10th Chapter, 10th Squad (811.M41 - 818.M41) (7 Years)
",,Standard Indoctrination
3424,Constantin Grey,,800.M41,812.M41,840.M41,40,,"KIA (Battle Brother) (840.M41) (40 Years old)
Battle Brother (819.M41 - 840.M41) (21 Years) (19 Years old on date of promotion)
Neophyte (812.M41 - 819.M41) (7 Years) (12 Years old on date of promotion)
","7th Chapter, 2nd Squad (825.M41 - 840.M41) (15 Years)
Chapter Reserve (819.M41 - 825.M41) (6 Years)
10th Chapter, 1st Squad (812.M41 - 819.M41) (7 Years)
",,Standard Indoctrination
3425,Zale Maat,,800.M41,812.M41,942.M41,142,,"KIA (Veteran Battle Brother) (942.M41) (142 Years old)
Veteran Battle Brother (919.M41 - 942.M41) (23 Years) (119 Years old on date of promotion)
Battle Brother (819.M41 - 919.M41) (100 Years) (19 Years old on date of promotion)
Neophyte (812.M41 - 819.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 9th Squad (919.M41 - 942.M41) (23 Years)
2nd Chapter, 5th Squad (825.M41 - 919.M41) (94 Years)
Chapter Reserve (819.M41 - 825.M41) (6 Years)
10th Chapter, 1st Squad (812.M41 - 819.M41) (7 Years)
",,Standard Indoctrination
3426,Masaru Decade,,800.M41,812.M41,813.M41,13,,"KIA (Neophyte) (813.M41) (13 Years old)
Neophyte (812.M41 - 813.M41) (1 Years) (12 Years old on date of promotion)
","10th Chapter, 2nd Squad (812.M41 - 813.M41) (1 Years)
",,Standard Indoctrination
3427,Ohrmuzd Chart,,800.M41,812.M41,845.M41,45,,"KIA (Battle Brother) (845.M41) (45 Years old)
Battle Brother (819.M41 - 845.M41) (26 Years) (19 Years old on date of promotion)
Neophyte (812.M41 - 819.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 6th Squad (825.M41 - 845.M41) (20 Years)
Chapter Reserve (819.M41 - 825.M41) (6 Years)
10th Chapter, 2nd Squad (812.M41 - 819.M41) (7 Years)
",,Standard Indoctrination
3428,Agubar Gaunt,,800.M41,812.M41,914.M41,114,,"KIA (Battle Brother) (914.M41) (114 Years old)
Battle Brother (819.M41 - 914.M41) (95 Years) (19 Years old on date of promotion)
Neophyte (812.M41 - 819.M41) (7 Years) (12 Years old on date of promotion)
","6th Chapter, 6th Squad (825.M41 - 914.M41) (89 Years)
Chapter Reserve (819.M41 - 825.M41) (6 Years)
10th Chapter, 3rd Squad (812.M41 - 819.M41) (7 Years)
",,Standard Indoctrination
3429,Gudrod Boru,,800.M41,812.M41,834.M41,34,,"KIA (Battle Brother) (834.M41) (34 Years old)
Battle Brother (819.M41 - 834.M41) (15 Years) (19 Years old on date of promotion)
Neophyte (812.M41 - 819.M41) (7 Years) (12 Years old on date of promotion)
","9th Chapter, 7th Squad (825.M41 - 834.M41) (9 Years)
Chapter Reserve (819.M41 - 825.M41) (6 Years)
10th Chapter, 4th Squad (812.M41 - 819.M41) (7 Years)
",,Standard Indoctrination
3430,Elos Asdrubael,,800.M41,812.M41,814.M41,14,,"KIA (Neophyte) (814.M41) (14 Years old)
Neophyte (812.M41 - 814.M41) (2 Years) (12 Years old on date of promotion)
","10th Chapter, 5th Squad (812.M41 - 814.M41) (2 Years)
",,Standard Indoctrination
3431,Jochi Hallow,,800.M41,812.M41,845.M41,45,,"KIA (Battle Brother) (845.M41) (45 Years old)
Battle Brother (819.M41 - 845.M41) (26 Years) (19 Years old on date of promotion)
Neophyte (812.M41 - 819.M41) (7 Years) (12 Years old on date of promotion)
","8th Chapter, 10th Squad (825.M41 - 845.M41) (20 Years)
Chapter Reserve (819.M41 - 825.M41) (6 Years)
10th Chapter, 6th Squad (812.M41 - 819.M41) (7 Years)
",,Standard Indoctrination
3432,Xerxes Spark,,800.M41,812.M41,820.M41,20,,"KIA (Battle Brother) (820.M41) (20 Years old)
Battle Brother (819.M41 - 820.M41) (1 Years) (19 Years old on date of promotion)
Neophyte (812.M41 - 819.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (819.M41 - 820.M41) (1 Years)
10th Chapter, 7th Squad (812.M41 - 819.M41) (7 Years)
",,Standard Indoctrination
3433,Azkaellon Aerosol-Aim,,800.M41,812.M41,855.M41,55,,"KIA (Battle Brother) (855.M41) (55 Years old)
Battle Brother (819.M41 - 855.M41) (36 Years) (19 Years old on date of promotion)
Neophyte (812.M41 - 819.M41) (7 Years) (12 Years old on date of promotion)
","8th Chapter, 1st Squad (826.M41 - 855.M41) (29 Years)
Chapter Reserve (819.M41 - 826.M41) (7 Years)
10th Chapter, 7th Squad (812.M41 - 819.M41) (7 Years)
",,Standard Indoctrination
3434,Egil Keats-King,,800.M41,812.M41,957.M41,157,,"KIA (Bond-Keeper) (957.M41) (157 Years old)
Bond-Keeper (919.M41 - 957.M41) (38 Years) (119 Years old on date of promotion)
Battle Brother (819.M41 - 919.M41) (100 Years) (19 Years old on date of promotion)
Neophyte (812.M41 - 819.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 9th Squad (919.M41 - 957.M41) (38 Years)
9th Chapter, 1st Squad (826.M41 - 919.M41) (93 Years)
Chapter Reserve (819.M41 - 826.M41) (7 Years)
10th Chapter, 9th Squad (812.M41 - 819.M41) (7 Years)
",,Hollow High-Capacity Identified
3435,Tetsuo Blade,,800.M41,812.M41,884.M41,84,,"KIA (Battle Brother) (884.M41) (84 Years old)
Battle Brother (819.M41 - 884.M41) (65 Years) (19 Years old on date of promotion)
Neophyte (812.M41 - 819.M41) (7 Years) (12 Years old on date of promotion)
","5th Chapter, 2nd Squad (826.M41 - 884.M41) (58 Years)
Chapter Reserve (819.M41 - 826.M41) (7 Years)
10th Chapter, 10th Squad (812.M41 - 819.M41) (7 Years)
",,Standard Indoctrination
3436,Leonas Messius,,800.M41,812.M41,900.M41,100,,"KIA (Battle Brother) (900.M41) (100 Years old)
Battle Brother (819.M41 - 900.M41) (81 Years) (19 Years old on date of promotion)
Neophyte (812.M41 - 819.M41) (7 Years) (12 Years old on date of promotion)
","5th Chapter, 5th Squad (826.M41 - 900.M41) (74 Years)
Chapter Reserve (819.M41 - 826.M41) (7 Years)
10th Chapter, 10th Squad (812.M41 - 819.M41) (7 Years)
",,Standard Indoctrination
3437,Xiong Kibre,,801.M41,813.M41,916.M41,115,,"KIA (Battle Brother) (916.M41) (115 Years old)
Battle Brother (820.M41 - 916.M41) (96 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","9th Chapter, 5th Squad (826.M41 - 916.M41) (90 Years)
Chapter Reserve (820.M41 - 826.M41) (6 Years)
10th Chapter, 1st Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3438,Xie Dirac-Duke,,801.M41,813.M41,Alive,217,,"Apothecary (921.M41 - Current) (120 Years old on date of promotion)
Battle Brother (820.M41 - 921.M41) (101 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","Apothecarion (921.M41 - Current)
7th Chapter, 6th Squad (826.M41 - 921.M41) (95 Years)
Chapter Reserve (820.M41 - 826.M41) (6 Years)
10th Chapter, 1st Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3439,Phinehas Sector,,801.M41,813.M41,836.M41,35,,"KIA (Battle Brother) (836.M41) (35 Years old)
Battle Brother (820.M41 - 836.M41) (16 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","9th Chapter, 6th Squad (826.M41 - 836.M41) (10 Years)
Chapter Reserve (820.M41 - 826.M41) (6 Years)
10th Chapter, 2nd Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3440,Zephyrin Truth-Bearer,,801.M41,813.M41,886.M41,85,,"KIA (Battle Brother) (886.M41) (85 Years old)
Battle Brother (820.M41 - 886.M41) (66 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","7th Chapter, 9th Squad (826.M41 - 886.M41) (60 Years)
Chapter Reserve (820.M41 - 826.M41) (6 Years)
10th Chapter, 2nd Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3441,Antoninus Gupta,,801.M41,813.M41,817.M41,16,,"KIA (Neophyte) (817.M41) (16 Years old)
Neophyte (813.M41 - 817.M41) (4 Years) (12 Years old on date of promotion)
","10th Chapter, 3rd Squad (813.M41 - 817.M41) (4 Years)
",,Standard Indoctrination
3442,Che Volt,,801.M41,813.M41,827.M41,26,,"KIA (Battle Brother) (827.M41) (26 Years old)
Battle Brother (820.M41 - 827.M41) (7 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","8th Chapter, 10th Squad (826.M41 - 827.M41) (1 Years)
Chapter Reserve (820.M41 - 826.M41) (6 Years)
10th Chapter, 3rd Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3443,Castor Titan-Skull,,801.M41,813.M41,863.M41,62,,"KIA (Battle Brother) (863.M41) (62 Years old)
Battle Brother (820.M41 - 863.M41) (43 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 3rd Squad (827.M41 - 863.M41) (36 Years)
Chapter Reserve (820.M41 - 827.M41) (7 Years)
10th Chapter, 4th Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3444,Eirik Hollow,,801.M41,813.M41,919.M41,118,,"KIA (Battle Brother) (919.M41) (118 Years old)
Battle Brother (820.M41 - 919.M41) (99 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","5th Chapter, 3rd Squad (827.M41 - 919.M41) (92 Years)
Chapter Reserve (820.M41 - 827.M41) (7 Years)
10th Chapter, 5th Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3445,Chidi Haul,,801.M41,813.M41,870.M41,69,,"KIA (Battle Brother) (870.M41) (69 Years old)
Battle Brother (820.M41 - 870.M41) (50 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","7th Chapter, 5th Squad (827.M41 - 870.M41) (43 Years)
Chapter Reserve (820.M41 - 827.M41) (7 Years)
10th Chapter, 5th Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3446,Barban Step,,801.M41,813.M41,828.M41,27,,"KIA (Battle Brother) (828.M41) (27 Years old)
Battle Brother (820.M41 - 828.M41) (8 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","9th Chapter, 5th Squad (827.M41 - 828.M41) (1 Years)
Chapter Reserve (820.M41 - 827.M41) (7 Years)
10th Chapter, 6th Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3447,Xerxes Solvent-Strike,,801.M41,813.M41,820.M41,19,,"KIA (Battle Brother) (820.M41) (19 Years old)
Battle Brother (820.M41 - 820.M41) (<1 Year) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (820.M41 - 820.M41) (<1 Year)
10th Chapter, 6th Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3448,Rollo Ug,,801.M41,813.M41,823.M41,22,,"KIA (Battle Brother) (823.M41) (22 Years old)
Battle Brother (820.M41 - 823.M41) (3 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (820.M41 - 823.M41) (3 Years)
10th Chapter, 6th Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3449,Tiberon Eliot-Elder,,801.M41,813.M41,903.M41,102,,"KIA (Battle Brother) (903.M41) (102 Years old)
Battle Brother (820.M41 - 903.M41) (83 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","6th Chapter, 6th Squad (827.M41 - 903.M41) (76 Years)
Chapter Reserve (820.M41 - 827.M41) (7 Years)
10th Chapter, 7th Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3450,Daren Ziad,,801.M41,813.M41,862.M41,61,,"KIA (Battle Brother) (862.M41) (61 Years old)
Battle Brother (820.M41 - 862.M41) (42 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","6th Chapter, 6th Squad (827.M41 - 862.M41) (35 Years)
Chapter Reserve (820.M41 - 827.M41) (7 Years)
10th Chapter, 8th Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3451,Voros Surge,,801.M41,813.M41,878.M41,77,,"KIA (Battle Brother) (878.M41) (77 Years old)
Battle Brother (820.M41 - 878.M41) (58 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","6th Chapter, 6th Squad (827.M41 - 878.M41) (51 Years)
Chapter Reserve (820.M41 - 827.M41) (7 Years)
10th Chapter, 8th Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3452,Elos Rime,,801.M41,813.M41,886.M41,85,,"KIA (Battle Brother) (886.M41) (85 Years old)
Battle Brother (820.M41 - 886.M41) (66 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","7th Chapter, 6th Squad (827.M41 - 886.M41) (59 Years)
Chapter Reserve (820.M41 - 827.M41) (7 Years)
10th Chapter, 9th Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3453,Biligtu Abaddon,,801.M41,813.M41,864.M41,63,,"KIA (Battle Brother) (864.M41) (63 Years old)
Battle Brother (820.M41 - 864.M41) (44 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","7th Chapter, 6th Squad (827.M41 - 864.M41) (37 Years)
Chapter Reserve (820.M41 - 827.M41) (7 Years)
10th Chapter, 9th Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3454,Orentius Pandu,,801.M41,813.M41,899.M41,98,,"KIA (Battle Brother) (899.M41) (98 Years old)
Battle Brother (820.M41 - 899.M41) (79 Years) (19 Years old on date of promotion)
Neophyte (813.M41 - 820.M41) (7 Years) (12 Years old on date of promotion)
","3rd Chapter, 8th Squad (827.M41 - 899.M41) (72 Years)
Chapter Reserve (820.M41 - 827.M41) (7 Years)
10th Chapter, 9th Squad (813.M41 - 820.M41) (7 Years)
",,Standard Indoctrination
3455,Simba Licinius,,802.M41,814.M41,015.M42,213,,"KIA (Veteran Battle Brother) (015.M42) (213 Years old)
Veteran Battle Brother (921.M41 - 015.M42) (94 Years) (119 Years old on date of promotion)
Battle Brother (821.M41 - 921.M41) (100 Years) (19 Years old on date of promotion)
Neophyte (814.M41 - 821.M41) (7 Years) (12 Years old on date of promotion)
","Libarius (921.M41 - 015.M42) (94 Years)
2nd Chapter, 9th Squad (827.M41 - 921.M41) (94 Years)
Chapter Reserve (821.M41 - 827.M41) (6 Years)
10th Chapter, 1st Squad (814.M41 - 821.M41) (7 Years)
",,Standard Indoctrination
3456,Satoru Spray,,802.M41,814.M41,Alive,216,,"Sergeant (921.M41 - Current) (119 Years old on date of promotion)
Battle Brother (821.M41 - 921.M41) (100 Years) (19 Years old on date of promotion)
Neophyte (814.M41 - 821.M41) (7 Years) (12 Years old on date of promotion)
","3rd Chapter, 1st Squad (921.M41 - Current)
4th Chapter, 9th Squad (827.M41 - 921.M41) (94 Years)
Chapter Reserve (821.M41 - 827.M41) (6 Years)
10th Chapter, 2nd Squad (814.M41 - 821.M41) (7 Years)
",,Standard Indoctrination
3457,Ejei Isomer-Ion,,802.M41,814.M41,816.M41,14,,"KIA (Neophyte) (816.M41) (14 Years old)
Neophyte (814.M41 - 816.M41) (2 Years) (12 Years old on date of promotion)
","10th Chapter, 3rd Squad (814.M41 - 816.M41) (2 Years)
",,Standard Indoctrination
3458,Aris Grix,,802.M41,814.M41,816.M41,14,,"KIA (Neophyte) (816.M41) (14 Years old)
Neophyte (814.M41 - 816.M41) (2 Years) (12 Years old on date of promotion)
","10th Chapter, 3rd Squad (814.M41 - 816.M41) (2 Years)
",,Standard Indoctrination
3459,Engke Rift,,802.M41,814.M41,858.M41,56,,"KIA (Battle Brother) (858.M41) (56 Years old)
Battle Brother (821.M41 - 858.M41) (37 Years) (19 Years old on date of promotion)
Neophyte (814.M41 - 821.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 10th Squad (827.M41 - 858.M41) (31 Years)
Chapter Reserve (821.M41 - 827.M41) (6 Years)
10th Chapter, 4th Squad (814.M41 - 821.M41) (7 Years)
",,Standard Indoctrination
3460,Toshio Bohr-Brother,,802.M41,814.M41,866.M41,64,,"KIA (Battle Brother) (866.M41) (64 Years old)
Battle Brother (821.M41 - 866.M41) (45 Years) (19 Years old on date of promotion)
Neophyte (814.M41 - 821.M41) (7 Years) (12 Years old on date of promotion)
","8th Chapter, 10th Squad (827.M41 - 866.M41) (39 Years)
Chapter Reserve (821.M41 - 827.M41) (6 Years)
10th Chapter, 4th Squad (814.M41 - 821.M41) (7 Years)
",,Standard Indoctrination
3461,Skraivok Ananta,,802.M41,814.M41,910.M41,108,,"KIA (Battle Brother) (910.M41) (108 Years old)
Battle Brother (821.M41 - 910.M41) (89 Years) (19 Years old on date of promotion)
Neophyte (814.M41 - 821.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 1st Squad (828.M41 - 910.M41) (82 Years)
Chapter Reserve (821.M41 - 828.M41) (7 Years)
10th Chapter, 5th Squad (814.M41 - 821.M41) (7 Years)
",,Standard Indoctrination
3462,Ivar Watt-Warrior,,802.M41,814.M41,832.M41,30,,"KIA (Battle Brother) (832.M41) (30 Years old)
Battle Brother (821.M41 - 832.M41) (11 Years) (19 Years old on date of promotion)
Neophyte (814.M41 - 821.M41) (7 Years) (12 Years old on date of promotion)
","4th Chapter, 1st Squad (828.M41 - 832.M41) (4 Years)
Chapter Reserve (821.M41 - 828.M41) (7 Years)
10th Chapter, 5th Squad (814.M41 - 821.M41) (7 Years)
",,Standard Indoctrination
3463,Clodius Bandwidth,,802.M41,814.M41,818.M41,16,,"KIA (Neophyte) (818.M41) (16 Years old)
Neophyte (814.M41 - 818.M41) (4 Years) (12 Years old on date of promotion)
","10th Chapter, 5th Squad (814.M41 - 818.M41) (4 Years)
",,Standard Indoctrination
3464,Xantus Hrid,,802.M41,814.M41,015.M42,213,,"KIA (Sergeant) (015.M42) (213 Years old)
Sergeant (921.M41 - 015.M42) (94 Years) (119 Years old on date of promotion)
Battle Brother (821.M41 - 921.M41) (100 Years) (19 Years old on date of promotion)
Neophyte (814.M41 - 821.M41) (7 Years) (12 Years old on date of promotion)
","6th Chapter, 7th Squad (921.M41 - 015.M42) (94 Years)
7th Chapter, 1st Squad (828.M41 - 921.M41) (93 Years)
Chapter Reserve (821.M41 - 828.M41) (7 Years)
10th Chapter, 6th Squad (814.M41 - 821.M41) (7 Years)
",,Standard Indoctrination
3465,Ma Quiet,,802.M41,814.M41,990.M41,188,,"KIA (Artificer Brother) (990.M41) (188 Years old)
Artificer Brother (921.M41 - 990.M41) (69 Years) (119 Years old on date of promotion)
Battle Brother (821.M41 - 921.M41) (100 Years) (19 Years old on date of promotion)
Neophyte (814.M41 - 821.M41) (7 Years) (12 Years old on date of promotion)
","5th Chapter, 8th Squad (921.M41 - 990.M41) (69 Years)
4th Chapter, 4th Squad (828.M41 - 921.M41) (93 Years)
Chapter Reserve (821.M41 - 828.M41) (7 Years)
10th Chapter, 7th Squad (814.M41 - 821.M41) (7 Years)
",,Standard Indoctrination
3466,Yusuf Pandu,,802.M41,814.M41,923.M41,121,,"KIA (Bond-Keeper) (923.M41) (121 Years old)
Bond-Keeper (921.M41 - 923.M41) (2 Years) (119 Years old on date of promotion)
Battle Brother (821.M41 - 921.M41) (100 Years) (19 Years old on date of promotion)
Neophyte (814.M41 - 821.M41) (7 Years) (12 Years old on date of promotion)
","6th Chapter, 10th Squad (921.M41 - 923.M41) (2 Years)
9th Chapter, 5th Squad (828.M41 - 921.M41) (93 Years)
Chapter Reserve (821.M41 - 828.M41) (7 Years)
10th Chapter, 7th Squad (814.M41 - 821.M41) (7 Years)
",,Hollow High-Capacity Identified
3467,Wyrm Heat,,802.M41,814.M41,967.M41,165,,"KIA (Bond-Keeper) (967.M41) (165 Years old)
Bond-Keeper (922.M41 - 967.M41) (45 Years) (120 Years old on date of promotion)
Battle Brother (821.M41 - 922.M41) (101 Years) (19 Years old on date of promotion)
Neophyte (814.M41 - 821.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 3rd Squad (922.M41 - 967.M41) (45 Years)
7th Chapter, 6th Squad (828.M41 - 922.M41) (94 Years)
Chapter Reserve (821.M41 - 828.M41) (7 Years)
10th Chapter, 7th Squad (814.M41 - 821.M41) (7 Years)
",,Hollow High-Capacity Identified
3468,Jorius Aristotle-Aide,,802.M41,814.M41,900.M41,98,,"KIA (Battle Brother) (900.M41) (98 Years old)
Battle Brother (821.M41 - 900.M41) (79 Years) (19 Years old on date of promotion)
Neophyte (814.M41 - 821.M41) (7 Years) (12 Years old on date of promotion)
","4th Chapter, 7th Squad (828.M41 - 900.M41) (72 Years)
Chapter Reserve (821.M41 - 828.M41) (7 Years)
10th Chapter, 8th Squad (814.M41 - 821.M41) (7 Years)
",,Standard Indoctrination
3469,Quillon Diviner,,802.M41,814.M41,817.M41,15,,"KIA (Neophyte) (817.M41) (15 Years old)
Neophyte (814.M41 - 817.M41) (3 Years) (12 Years old on date of promotion)
","10th Chapter, 9th Squad (814.M41 - 817.M41) (3 Years)
",,Standard Indoctrination
3470,Pescennius Rao,,802.M41,814.M41,819.M41,17,,"KIA (Neophyte) (819.M41) (17 Years old)
Neophyte (814.M41 - 819.M41) (5 Years) (12 Years old on date of promotion)
","10th Chapter, 9th Squad (814.M41 - 819.M41) (5 Years)
",,Standard Indoctrination
3471,Farid Lumen-Knight,,802.M41,814.M41,822.M41,20,,"KIA (Battle Brother) (822.M41) (20 Years old)
Battle Brother (821.M41 - 822.M41) (1 Years) (19 Years old on date of promotion)
Neophyte (814.M41 - 821.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (821.M41 - 822.M41) (1 Years)
10th Chapter, 10th Squad (814.M41 - 821.M41) (7 Years)
",,Standard Indoctrination
